Date,Score,Comment,Store,Year
02/7/2022 10:19:11,10 - Excelente!,Tudo ótimo,Tatuapé,2022
02/7/2022 10:20:49,10 - Excelente!,Falta uma máquina de caputino só !!!,Sorocaba,2022
02/7/2022 10:21:42,10 - Excelente!,Esqueci o nome da profissional.mas ela foi ótima,Copacabana,2022
02/7/2022 10:26:00,10 - Excelente!,Ótimo atendimento de todo o time. Dra. Nicole bastante cuidadosa e atenciosa na aplicação de botox.,Tatuapé,2022
02/7/2022 10:26:30,9 - Ótimo,N/A,Ipiranga,2022
02/7/2022 10:29:34,10 - Excelente!,Gostei bastante!,Paulista,2022
02/7/2022 10:30:58,10 - Excelente!,Ótimo atendimento,Paulista,2022
02/7/2022 10:33:41,10 - Excelente!,Sempre muito bem atendido,Londrina,2022
02/7/2022 10:35:59,10 - Excelente!,Eu adorei a limpeza de pele.,Barra da Tijuca,2022
02/7/2022 10:37:43,10 - Excelente!,Sempre sou bem atendido. Chego no horário e não preciso esperar nem 5 minutos.,Santos,2022
02/7/2022 10:39:46,10 - Excelente!,Otimo atendimento,Tucuruvi,2022
02/7/2022 10:40:13,10 - Excelente!,"Fui muito bem recebido, me trataram super bem e foram bastante atenciosos em relação a todos cuidados, equipe entregou além do esperado",Santos,2022
02/7/2022 10:44:03,10 - Excelente!,Ótimo atendimento,Tucuruvi,2022
02/7/2022 10:45:44,10 - Excelente!,Ótimo atendimento,Lapa,2022
02/7/2022 10:46:56,10 - Excelente!,"O atendimento é ótimo, desde a recepção, a avaliação e orçamento. As meninas são super atenciosas e solícitas",Lapa,2022
02/7/2022 10:48:26,8 - Bom,Gostei,Tucuruvi,2022
02/7/2022 10:51:11,10 - Excelente!,"Fiz a primeira sessão de laser co2 e faltam mais 2 sessões. Fui atendida na primeira vez pela Bruna, muito simpática e atenciosa. To ansiosa pelo resultado.",Tijuca,2022
02/7/2022 10:53:01,10 - Excelente!,👍,Londrina,2022
02/7/2022 10:57:17,10 - Excelente!,Tudo ok,Copacabana,2022
02/7/2022 11:08:14,10 - Excelente!,Fui bem atendida e tanto o procedimento estético qto o de pagamento foram bem explicados.,Copacabana,2022
02/7/2022 11:10:24,10 - Excelente!,Fui muito bem atendida,Campinas,2022
02/7/2022 11:10:29,10 - Excelente!,"O lugar maravilhoso médico recepção tbm todos, sugestão. Vcs poderia ter um app pra melhorar os agendamentos e ser muito mais prático para 9s cliente e até msm as meninas",Tatuapé,2022
02/7/2022 11:13:42,10 - Excelente!,.,Santo Amaro,2022
02/7/2022 11:14:42,10 - Excelente!,Eu tive contato com vários lugares porém vocês foram a equipe que melhor me atendeu e me manteve interessada e a que conseguiu me atender mais rápido e com muita eficiência o contato com o cliente e explicações é muito importante mesmo que por telefone e a equipe fez isso muito bem tanto na avaliação quanto as explicações e atenção que a Michele me deu e por último o atendimento com a doutora Alice gostei muito estão de parabéns.,Ipiranga,2022
02/7/2022 11:17:48,10 - Excelente!,A esteticista deveria ser mais abilidosa e detalhista,Tatuapé,2022
02/7/2022 11:17:51,10 - Excelente!,"Dra . Lívia super indico ,ótima profissional....",Santo Amaro,2022
02/7/2022 11:20:52,10 - Excelente!,O Atendimento da unidade de Santo Amaro é impecável ☺️,Santo Amaro,2022
02/7/2022 11:23:38,10 - Excelente!,Indicaria,Lapa,2022
02/7/2022 11:32:23,8 - Bom,Seria legal se vocês mandasse uma mensagem explicando sobre a preparação de cada procedimento a ser realizada pelo o cliente,Tatuapé,2022
02/7/2022 11:44:37,10 - Excelente!,Nós fomos bem atendidos e o procedimento foi muito bem efetuado.,Barra da Tijuca,2022
02/7/2022 11:51:26,10 - Excelente!,"Não tenho críticas nem sugestões, achei tudo impecável!",Tijuca,2022
02/7/2022 11:56:34,10 - Excelente!,"O atendimento foi ótimo. Desde a recepcionista, secretaria, massagista e a bio médica. Não tenho do que reclamar, só elogios.",Barra da Tijuca,2022
02/7/2022 11:56:58,10 - Excelente!,Atendimento sempre muito bom,Lapa,2022
02/7/2022 11:59:09,9 - Ótimo,.,Campinas,2022
02/7/2022 11:59:28,5 - Médio,Espero melhoras no atendimento das consultoras,Paulista,2022
02/7/2022 12:04:01,10 - Excelente!,Sem comentários,Copacabana,2022
02/7/2022 12:06:21,10 - Excelente!,"A avaliação foi ótima, as atendentes da recepção e da cobrança foram bem gentis, e o procedimento em si também foi muito bom.",Paulista,2022
02/7/2022 12:06:55,10 - Excelente!,ATENDIMENTO MUITO BOM,Santo Amaro,2022
02/7/2022 12:10:42,10 - Excelente!,"Desde 2014 sendo cuidada pela Pro Corpo e não trocaria por outra clínica nem de graça Ótimos profissionais, qualidade dos produtos, segurança, etc tudo perfeito desde a parte em cirurgia como a parte estética, indico para todos ao meu redor, excelentes, parabéns",Tatuapé,2022
02/7/2022 12:14:14,10 - Excelente!,Eu achei as meninas super legal . mais os preço tá muito alto pertos de outras clínica. tem muitas clinica bem mais em conta .,Belo Horizonte,2022
02/7/2022 12:18:22,9 - Ótimo,Muito bom!,Santos,2022
02/7/2022 12:25:21,8 - Bom,"Gostei da clínica, do atendimento das meninas da forma de tratamento.",Paulista,2022
02/7/2022 12:30:54,10 - Excelente!,"Só a questão de organização com o WhatsApp, pois não me atenderam porque mandaram confirmação para uma pessoa que não tem nenhuma relação comigo.",Belo Horizonte,2022
02/7/2022 12:34:31,9 - Ótimo,Não tenho,Tatuapé,2022
02/7/2022 12:39:03,6 - Médio,"A clínica precisa de melhor organização no horário marcado dos atendimentos, ficamos mais de uma hora esperando por atraso.",Belo Horizonte,2022
02/7/2022 12:40:30,10 - Excelente!,Atendimento ótimo,Campinas,2022
02/7/2022 12:46:33,3 - Ruim,"Boa tarde, o estacionamento é muito ruim por vezes não temos onde estacionar, acho que no geral o atendimento da recepção também não é cordial, já fiz diversos tratamentos estéticos e está clínica é a menos cordial que já fui. Na avaliação e para fechamento de pacote foram todas muito simpáticas, porém tudo para fechar o contrato. Acredito que seja necessário um treinamento de atendimento. Falta simpática nesta clínica",Tucuruvi,2022
02/7/2022 12:52:15,10 - Excelente!,Muito atenciosos,Tatuapé,2022
02/7/2022 12:55:00,7 - Regular,Só melhorar a questão do tempo de espera para realização do procedimento,Paulista,2022
02/7/2022 12:58:04,9 - Ótimo,Ótimo o atendimento da Flávia!! E a Biomédica Bruna também muito boa! Estou muito satisfeita.,Tijuca,2022
02/7/2022 13:27:52,9 - Ótimo,Nenhuma,Piracicaba,2022
02/7/2022 13:42:45,10 - Excelente!,Tudo ocorreu perfeitamente,Tatuapé,2022
02/7/2022 13:49:00,10 - Excelente!,"atendentes bem solicitos e simpáticos, porém ocorreu um atraso de 20 min na minha consulta.",Tijuca,2022
02/7/2022 13:52:44,10 - Excelente!,Ótimo atendimento! Desde a entrada até a saída,Paulista,2022
02/7/2022 13:59:10,10 - Excelente!,À equipe de Santos é 10,Santos,2022
02/7/2022 13:59:32,10 - Excelente!,Muito obrigada.,Lapa,2022
02/7/2022 14:23:30,10 - Excelente!,Quero deixar elogios para a Cris e para a Any. São às pessoas que me atendem em Santos. Simplesmente maravilhosas.,Santos,2022
02/7/2022 14:38:16,10 - Excelente!,Nenhuma,Tatuapé,2022
02/7/2022 14:46:56,3 - Ruim,"Sempre sou atendida fora do meu horário , elas atrasam muito ! E não estou tendo resultados com o meu laser .",Tatuapé,2022
02/7/2022 15:06:33,10 - Excelente!,Ótimo atendimento! Funcionárias solicitas e agradáveis! ;),Barra da Tijuca,2022
02/7/2022 15:09:16,9 - Ótimo,"O atendimento é excelente, fui super bem atendido, foi minha primeira experiência, além disso a esteticista também foi muito atenciosa e me deixou super a vontade.",Santo Amaro,2022
02/7/2022 15:32:49,10 - Excelente!,"A profissional que fez o procedimento de ""secagem dos vasinhos"" foi maravilhosa! Sem contar com os atendimentos das recepcionistas! Parabéns a todos !",Paulista,2022
02/7/2022 15:54:42,10 - Excelente!,Muito bom,Paulista,2022
02/7/2022 16:06:09,8 - Bom,São todas muito solícitas.,Tijuca,2022
02/7/2022 16:06:15,9 - Ótimo,"Boa tarde, os valores de aplicação de secagem de vasinho, poderia ser um preço mais razoável...",Ipiranga,2022
02/7/2022 16:14:22,10 - Excelente!,Ótimo atendimento com profissionais excelentes.,Paulista,2022
02/7/2022 17:18:19,10 - Excelente!,Gosto muito do atendimento da Procorpo!,Tatuapé,2022
02/7/2022 17:36:44,8 - Bom,"Está tudo certo pra mim, mesmo porque foi a primeira vez.",Tucuruvi,2022
02/7/2022 17:45:25,5 - Médio,"A profissional foi muito bem!Porém na recepção foi horrível cheguei 30 minutos antes da minha consulta para passar o anestésico como foi pedido, e a recepcionista não avisou que eu havia chegado para quem passa o anestésico daí fiquei 2 horas na recepção e isso pq eu ia o tempo todo falar com a recepcionista do tempo que já estava ali, e ela simplesmente não tinha uma resposta clara para me dá, isso foi chocante!Isso pq foi a minha primeira sessão de remoção(tatuagem)!Desde de agradeço e espero melhoras com relação a recepção do cliente! Obrigada essa e a justificativa da minha nota!",Santo Amaro,2022
02/7/2022 18:20:36,4 - Ruim,"Pessimo atendimento, super desatenciosas",Santo Amaro,2022
02/7/2022 18:52:02,10 - Excelente!,Atendimento excelente,Campinas,2022
02/7/2022 18:55:18,10 - Excelente!,Ótimo atendimento,Lapa,2022
02/7/2022 19:23:00,1 - Péssimo!,"O atendimento em si pelas meninas foi muito bom, porém o resultado do procedimento que foi remoção de tatuagem (micropigmentação na sobrancelha) não atendeu fiz 4 sessões e não obtive resultado sendo que me garantiro que teria que iria descamar mais não obtive nenhum resultado",Santo Amaro,2022
02/7/2022 19:44:16,10 - Excelente!,Ótimo atendimento,Lapa,2022
02/7/2022 19:56:29,10 - Excelente!,Está tudo perfeito adorei atendimento,Lapa,2022
02/7/2022 20:12:30,10 - Excelente!,Estou feliz em fazer tratamento e aguardo resultado Ansiosa 😘,Londrina,2022
02/7/2022 20:36:58,9 - Ótimo,Vou esperar final do antes e depois p comentar kkk,Londrina,2022
02/7/2022 21:00:26,9 - Ótimo,"Show de bola, as meninas super super atenciosas sobretudo a Carla.",Lapa,2022
02/7/2022 21:09:44,10 - Excelente!,Atenciosos e competentes,Copacabana,2022
02/7/2022 21:37:25,7 - Regular,Foi bom,Tijuca,2022
02/7/2022 21:57:29,10 - Excelente!,"Quando fiz a avaliação, pessoa que me atendeu me mostrou fotos e vi muita diferença, pois avaliadora informou que a diferença foi na primeira aplicação de enzima é pro shape, porém não vi está diferença que foi mostrada. Deixou a desejar o que foi vendido na unidade paulista.",Tatuapé,2022
02/7/2022 22:23:31,10 - Excelente!,Ótimo atendimento ❤,Campinas,2022
02/7/2022 23:32:49,10 - Excelente!,"Meu atendimento demorou um pouco, uma hora até ser atendida, e eu tinha chegado 10 minutos atrasada, no mais tudo ótimo, as meninas são um amor, tanto da unidade Paulista quanto da de Santo amaro :)",Paulista,2022
02/8/2022 7:45:23,8 - Bom,Atenção e cordialidade dos profissionais.,Santo Amaro,2022
02/8/2022 11:06:53,10 - Excelente!,Não tenho,Moema,2022
02/8/2022 12:38:25,10 - Excelente!,"Dra. Monique perfeita me deixou me sentindo a menina mais linda , stefane um atendimento muito bom super educada, Maria Tais megaa carinhosa atendimento muito bom equipe maravilhosa amei amei!!!!!!",Lapa,2022
02/8/2022 16:03:50,10 - Excelente!,Não trocarem sempre de funcionários Isso é ruim,Piracicaba,2022
02/8/2022 16:10:24,9 - Ótimo,Gostei,Santo Amaro,2022
02/8/2022 17:53:39,7 - Regular,"Durante a limpeza de pele não tinha todos os equipamentos, não tinha a alta frequência, o vapor não estava funcionando direito. A limpeza de pele que fiz nas costas não gostei muito pois eu tinha uma espinha inflamada e a Juliana acabou forçando demais para retirar e ficou sangrando por 2 dias. O atendimento pela recepção e a gerência são excelentes, sempre muito educadas e prestativas em tudo que preciso.",Ipiranga,2022
02/8/2022 18:11:43,8 - Bom,sem comentários,Londrina,2022
02/8/2022 20:42:53,10 - Excelente!,O atendimento é 10,Paulista,2022
02/8/2022 22:16:16,10 - Excelente!,"O atendimento foi excelente, mas eu esperava resultados melhores nos procedimentos que fiz",Santos,2022
02/9/2022 9:23:38,10 - Excelente!,Nada de queixas até o momento,Tucuruvi,2022
02/9/2022 11:02:02,10 - Excelente!,Sem sugestões.,Copacabana,2022
02/9/2022 11:23:07,10 - Excelente!,"Estou muito grata pelo excepcional atendimento da Mayara, Laisa e claro a Camila",Moema,2022
02/9/2022 12:09:51,10 - Excelente!,O atendimento foi ótimo. Porém muito insatisfeita com o resultado do procedimento!!! Totalmente dinheiro jogado fora!!,Paulista,2022
02/9/2022 12:47:18,10 - Excelente!,Profissional simpática e a massagem bem mais cuidadosa que a última que fiz,Tucuruvi,2022
02/9/2022 12:51:42,10 - Excelente!,.,Moema,2022
02/9/2022 14:19:49,10 - Excelente!,Muito bom,Moema,2022
02/9/2022 14:24:19,10 - Excelente!,Todas maravilhosas <3,Moema,2022
02/9/2022 23:41:25,10 - Excelente!,Muito bom 👍,Paulista,2022
02/10/2022 8:00:30,10 - Excelente!,"Todas me atenderam bem. Sempre tive um medo de não gostar do resultado, mas superou minhas expectativas, os procedimentos ficaram conforme eu desejava.",Lapa,2022
02/10/2022 15:44:41,10 - Excelente!,"A Raiane (acho que é esse o nome dela) que fez meu procedimento foi maravilhosa, atenciosa , muito educada , prestativa. Agora quanto a consultora Cris que me atendeu em quanto eu estava fechando o serviço foi atenciosa , agora mando msg nem me responde , mandei msg 2 feira até agora não me retornou , vejo que consultora só nos trata bem e atenção quando tem interesse de nos vender, depois deixam a desejar , isso é ruim , acho que atenção tem q ser a mesma pq podemos precisar de mais serviços e isso já deixa a desejar. Sem falar que ela me vendeu 6 sessão de remoção de tatuagem e disse que eu ganharia mais 4, totalizando 10, no dia da minha 1 sessão só tinha 6 sessão na minha ficha conversei com as meninas da recepção disseram que iam arrumar. Quando eu for na 2 sessão verifico se arrumaram.",Paulista,2022
02/11/2022 7:22:47,10 - Excelente!,Ótimo atendimento,Lapa,2022
02/11/2022 11:27:54,10 - Excelente!,Gosto muito do atendimento recebido.,Tatuapé,2022
02/11/2022 11:40:08,8 - Bom,"Estou recebendo atendimento , por enquanto estou satisfeita , aguardando o final pra ver o resultado.",Londrina,2022
02/11/2022 17:09:48,8 - Bom,Bom,Paulista,2022
02/11/2022 18:06:07,10 - Excelente!,Gosto muito.,Tucuruvi,2022
02/12/2022 8:40:39,9 - Ótimo,Fui muito bem atendida.,Lapa,2022
02/12/2022 10:36:05,8 - Bom,"Manter todos os materiais necessários para a seção prontos e na sala onde está sendo realizado o procedimento. A pessoa que me atendeu teve que sair algumas vezes da sala para pegar insumos, como algodão e loção",Ipiranga,2022
02/13/2022 11:59:09,10 - Excelente!,Ótimo atendimento. Profissional atenciosa e prestativa.,Moema,2022
02/13/2022 15:03:52,10 - Excelente!,Adorei o espaço,Sorocaba,2022
02/14/2022 10:30:00,10 - Excelente!,Até o momento estou mto satisfeita,Sorocaba,2022
02/14/2022 10:30:41,10 - Excelente!,Nenhuma,Ipiranga,2022
02/14/2022 10:30:41,10 - Excelente!,Nenhuma,Moema,2022
02/14/2022 10:30:42,10 - Excelente!,Não tenho nada desabonador para dizer. A experiência foi excelente e a profissional que me atendeu muito gentil e eficiente.,Tijuca,2022
02/14/2022 10:30:43,10 - Excelente!,"Meninas super atenciosas, ótimo trabalho fui super bem atendida das duas vezes que fui até a clínica",Campinas,2022
02/14/2022 10:30:43,10 - Excelente!,Excelente atendimento!,Moema,2022
02/14/2022 10:30:48,10 - Excelente!,Atendimento excelente,Paulista,2022
02/14/2022 10:30:49,10 - Excelente!,Atendimento excelente.,Belo Horizonte,2022
02/14/2022 10:30:50,5 - Médio,A falta de manutenção das instalações e aparelhos da clínica é notória ! Um descaso total ! O número insuficiente de equipamentos promove um estresse sem precedentes. A ausência de investimento no negócio é evidente. Não pretendo fechar mais qualquer pacote. Só continuo pela excelente profissional que me atende !,Copacabana,2022
02/14/2022 10:30:51,10 - Excelente!,Ótimo profissionais. Adoro o atendimento de todas,Ipiranga,2022
02/14/2022 10:30:51,10 - Excelente!,Quero parabenizar toda a equipe de Moema!,Moema,2022
02/14/2022 10:30:52,10 - Excelente!,"As pessoas que conversei, são extremamente gentis e bem capacitadas. Parabéns!",Belo Horizonte,2022
02/14/2022 10:30:52,10 - Excelente!,Fui muito bem atendido em todas as etapas do processo,Belo Horizonte,2022
02/14/2022 10:30:52,10 - Excelente!,Tudo perfeito!,Copacabana,2022
02/14/2022 10:30:53,10 - Excelente!,Tudo ótimo.,Paulista,2022
02/14/2022 10:30:56,10 - Excelente!,Profissional muito simpática.,Copacabana,2022
02/14/2022 10:30:56,10 - Excelente!,Sem mais!,Moema,2022
02/14/2022 10:30:57,10 - Excelente!,sem críticas,Santos,2022
02/14/2022 10:31:06,10 - Excelente!,Clínica excelente,Campinas,2022
02/14/2022 10:31:06,10 - Excelente!,Sempre sou bem atendida.,Santo Amaro,2022
02/14/2022 10:31:06,9 - Ótimo,Bom dia! No meu caso acho apenas q poderia ter horários mais maleáveis na parte da manhã,Moema,2022
02/14/2022 10:31:07,10 - Excelente!,Tudo ótimo,Tucuruvi,2022
02/14/2022 10:31:10,10 - Excelente!,Gostei muito do atendimento e do resultado. Recomendo com certeza.,Moema,2022
02/14/2022 10:31:10,9 - Ótimo,faltou uma atenção com relação a atraso do profissional,Santo Amaro,2022
02/14/2022 10:31:13,10 - Excelente!,"poderia ter um desconto para aniversariante ou algum plano de fidelidade.. quanto mais procedimentos, melhor os descontos.",Tatuapé,2022
